Allmac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catang	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gonpro	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Batden	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hompol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spipun	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acitak	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aciric	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acralc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ajecap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Altarb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apimon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Artoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Artben	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascrub	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascapi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aspfum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aurpul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Babino	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baucom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beabas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blugra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Botfuc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Canalb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cerzea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chathe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clagra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clasph	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clafus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clalus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cocpos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coclun	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colglo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Conapo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cormil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crypa2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cybjad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dalesc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Debhan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dekbru	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Didexi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epityp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erypis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eurher	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusoxy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gaegra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geodes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gibmon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glaloz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glotra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glogra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grocla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hanval	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypbur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyp_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klumar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kompas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacklu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lipsta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lodelo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magory	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marbru	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mel_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metacr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metfru	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meygui	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycpop	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nadful	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naucas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nechae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neofis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neogan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neucra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ogapar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oidmai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ophcla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pactan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parbra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pendig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peripo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phanod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pickud	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saccer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saicom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schjap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sclscl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Settur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sormac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spapas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Talmar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tapdef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thelan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Triree	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trirub	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubmel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uncree	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vanpol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verdah	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wicano	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanpar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zascel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zymard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agabis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amamus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aurdel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bjeadu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Botbot	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cersub	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Conput	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Copcin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Croque	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dac_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dicsqu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibrad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fommed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fompin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galmar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ganluc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gymlux	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hebcyl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hetirr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydpin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypsub	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jaaarg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacbic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malglo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mellar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micvio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mixosm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Monper	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycthe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ompole	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paxrub	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phacar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phlbre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phlgig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pilcro	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pirind	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pismic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pleost	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plicri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pospla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pucgra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Punstr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhotor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhoglu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schcom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sclcit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sebver	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serlac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphste	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stehir	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suilut	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Traver	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tremes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Triasa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tulcal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usthor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Walseb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wolcoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Concor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coerev	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morelo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muccir	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phybla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Annalg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enccun	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entbie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Noscer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitcor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edhaed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nempar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hamtva	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vavcul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pir_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Danrer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diclab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gadmor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gasacu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hapbur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Labfue	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lepocu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mayzeb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mchcon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melaur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neobri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orenil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orylat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Punnye	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhaeso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salsal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Takrub	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetnig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xipmac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oikdio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cioint	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calmil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leueri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Braflo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Petmar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ailmel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allmis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anocar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bostau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caljac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camfer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Canlup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cavpor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cersim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chilan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chohof	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrpic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrasi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Concri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crigri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dasnov	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daumad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dipord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Echtel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eleedw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eptfus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Equcab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erieur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Felcat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ficalb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galgal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geofor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorgor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hetgla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Homsap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jacjac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Latcha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loxafr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macfas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maceug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melgal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melund	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micoch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mondom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Musmus	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Musput	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myodav	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nomleu	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ochpri	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Octdeg	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornana	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oryafe	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orycun	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otogar	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oviari	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantro	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Papanu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelsin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ponabe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Procap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptevam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pytmol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ratnor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saibol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarhar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spetri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Susscr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taegut	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tarsyr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Triman	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tupbel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turtru	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vicpac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xentro	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acrdig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nemvec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alamos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydmag	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mnelei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Patmin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lytvar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Strpur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sackow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cragig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lotgig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pinfuc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aplcal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascsuu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brumal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burxyl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caeele	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hetgly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hetbac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loaloa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melinc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oncvol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
